뉴딜사업명,상위기관명,하위기관명,부서명,사업년도,상위사업분류,하위사업분류,사업유형,참여대상,전일근무 일근로시간,전일근무 시급,전일근무 계획인원,전일근무 금회선발인원,파트타임 일근로시간,파트타임 시급,파트타임 계획인원,파트타임 금회선발인원,근로기간 시작일자,근로기간 종료일자,사업목적,이런일을 합니다,근무조건,사업담당자 전화번호
중증장애인생산품 판매지원 활동가,본청,복지실,장애인자립지원과,2025,복지,사회복지?보육?상담,시직접추진,일반,8,11779,7,2,0,0,0,0,20250401,20251231,"1. 사업목적 : 서울특별시립 장애인생산품판매시설에서 근무하며, 사회적 약자인 장애인 근로자가 생산한 물품의 판매 활성화를 도모함으로써 '약자와의 동행'을 실천하는 것을 목표로 함  2. 사업내용  - 조달사업 : 중증장애인생산품 판매 및 유통대행  - 전시카페사업 : 장애인생산품 전시판매 및 카페(행복플러스가게)사업","1. 물류관리  - 직무 : 중증장애인생산품 납품 및 재고관리  - 필요역량 : 발주량, 재고 회전율 등 관리 능력, 화물차량 안전 운전 기술 및 운행일지 작성 능력, 상하차 화물의 특성 파악 능력  2. 전략영업  - 직무 : 구매기관 거래처 관리, 우선구매 교육 및 행사 지원, 사업실적 관리 및 지원  - 필요역량 : 시장 동향을 연구하고 경쟁 환경을 분석하는 능력, 고객의 요구 및 욕구를 이해하고 제품을 소개하고 설득하는 능력  3. 영업관리  - 직무 : 주문접수 및 상담, 견적서/주문서/발주서 작성 등 사무업무  - 필요역량 : 상품 특성에 대한 이해 및 고객 상담 능력, 고객불만 관리 및 고객 유지 능력, ERP 시스템 및 OA 활용 능력  4. 카페사무직  - 직무: 카페 매입매출 및 매장 시설물 관리, 박람회 등 행사 진행 등 업무  - 필요역량 : 식음료 분야에 대한 이해, OA 활용 능력  5. 카페매니저  - 직무 : 장애인근무자와 협업하여 행복플러스가게 매장 운영 및 식음료 제조  - 필요역량 : 커피 추출, 소모품 관리 등 기계 운용 능력, 매장 위생관리, 기초 재고량에 대한 이해와 제품별 발주 능력","1. 근무기간: 2025. 4월~12월  2. 근무시간: 1일 8시간,주 5일 근무/ 일급 94,232원(시급 11,779원)  3. 근무장소 - 물류관리 : 시립장애인생산품판매시설(양천구 목동) - 전략영업 : 시립장애인생산품판매시설(양천구 목동) - 영업관리 : 시립장애인생산품판매시설(양천구 목동) - 카페 사무직 : 시립장애인생산품판매시설(양천구 목동) - 카페 매니저 : 상상나라점(광진구 어린이대공원 / 주말근무 필수), 대치동점(강남구 대치동)  4. 참여자 지원 - 사무기기: 컴퓨터, 프린터 등 사무용품 제공  5. 선발 이후 사전의무교육 수료 필수 - 서류 및 면접심사를 거쳐 선발 시 사전 의무교육 진행(3월 예정) - 선발 이후 사전교육 미수료 시 근로계약 불가(단, 불가피한 사유 발생 시 교육총괄부서의 승인에 따라 면제 가능)  6. 우대사항 - 신체건강, 한글,오피스 활용 가능자 - 장애인생산품에 대한 이해가 있는 자",02-2133-7451
유튜브 콘텐츠 기획제작 전문가 양성사업,자치구,동대문구,홍보담당관,2025,문화,문화?예술?디자인?방송,자치구추긴,청년,8,11779,1,1,0,0,0,,20250401,20251231,"◎사업목적 - 다양한 홍보 콘텐츠 제작, 기획 및 구성을 위한 전문 인력 양성 - 현장 실무(촬영) 참여로 일자리 경험 기회제공 및 유튜브 콘텐츠 기획제작 전문가로서의 기본역량 습득  ◎사업내용 - 유튜브 콘텐츠 기획(홍보 아이템 발굴 등)?제작 - 각종 행사(현장 실무) 영상 촬영 및 영상 편집  - 인터넷방송국 기타 보조업무 등","◎ 구정과 관련하여 기본부터 실무까지의 다양한 유튜브 콘텐츠 제작 활동 수행 - 유튜브 콘텐츠 기획, 편집, 제작 - 다채로운 구청 유튜브 콘텐츠를 제작하여 구정 홍보의 질적 향상 제고 - 동영상/카드뉴스를 유튜브, IPTV(Internet Protocol Television), 홈페이지 등 홍보매체에 게시하고 관심 유도   ◎ 홍보 아이템 발굴, 유튜브를 통한 구정의 홍보 기술적 표현 등 업무 수행 - 구정소식 및 주요 행사, 교육 프로그램 등을 활용해 콘텐츠 기획?발굴 - 유튜브 게시글 모니터링 및 영상자료 데이터베이스 관리","◎ 근무조건 : 주5일, 8시간 근무  ◎ 근무장소 : 동대문구청 홍보담당관 인터넷 방송국  ◎ 자격조건  - 필수 : 개인 또는 단체, 기관 등의 영상콘텐츠 촬영 및 편집 등 근무 경험이 있는 자(교육과정 해당없음) - 우대 : 관련 분야 자격증 보유 혹은 학과 전공자  ◎ 교육 - 교육시간: 총40시간 이상 자체 교육 실시 - 교육방법: 현직 관련 직원 근무 지도, 인터넷 강의 등 관련 교육 기회 제공 - 교육내용: 유튜브 콘텐츠 제작의 기본 및 실무 등  ◎ 필요 직무역량 - 콘텐츠의 섬세한 편집?제작을 위해 필요한 기본 영상 편집 및 촬영 기술 - 유튜브 콘텐츠 발굴을 위해 필요한 기획력과 창의적 사고 - 조직 내에서 협업을 위해 필요한 긍정적이고 적극적인 마인드  ◎ 민간일자리 연계방안 - 민간 협력 단체 리스트 발굴, 참여자의 기업 현장탐방 - 영상 제작 관련 분야 채용 박람회 적극 참여 기회 제공  - 서울시 일자리포털 및 자치구 내 네트워크를 통한 취업정보 제공",02-2127-5072
방송콘텐츠 분야 ‘청년인재’ 양성을 위한 마포 청년일자리사업,자치구,마포구,고용협력과,2025,문화,문화?예술?디자인?방송,자치구추긴,청년,8,11779,10,10,0,0,0,,20250401,20251231,"사업목적 ○ 방송기획 분야 맞춤형 청년인재 양성을 통한 취?창업 활성화 ○ 공공서비스 영역 방송콘텐츠 제작을 통한 구정 발전 및 공익 추구  사업내용 ○ 직무역량 강화 교육: 방송콘텐츠 분야 심화교육 및 전문가?현직자 자문, 현장실습 및 탐방 ○ 공공서비스 방송콘텐츠 제작 및 배포: 마포구 및 공공분야 방송콘텐츠 제작 ○ 취?창업 지원: 상담?멘토링?커리어 코칭의 유기적 연계를 통한 체계적 취업 지원","○ 역할: 마포구 및 공공분야 방송콘텐츠 모니터링 및 방송콘텐츠 제작 ○ 직무역량: 창의력, 기획력, 성실성 등 ○ 경력경로 및 비전: 방송콘텐츠 제작 분야 취업 또는 창업  ○ 교육시간: 총 80시간 이상 자체교육 실시 ○ 교육방법: 오리엔테이션/직무교육/현직자 특강 및 전문가 자문/기업탐방 등 ○ 교육내용: 방송제작 과정에 대한 전반적인 과정(연출, 구성, 촬영, 영상편집, 유튜브제작 등)","○ 사무 및 교육 공간 제공: 마포구 성미산로17길 79, 1층(마포청년일자리사업장) ○ 필요장비 및 소프트웨어 제공: 고성능 컴퓨터 및 촬영장비, 영상편집 SW 등 ○ 필수사항 : 관련 분야(방송, 영상 제작 등) 전공자(및 교육수료자) 또는 실무경험이 있는 미취업 청년",02-3153-8553
관악일자리행복주식회사 브랜딩 기획가' 양성,자치구,관악구,일자리벤처과,2025,문화,문화?예술?디자인?방송,자치구추긴,청년,8,11779,1,1,0,0,0,,20250401,20251231,"○ 관악일자리행복주식회사 출범 시 필요한 회사 로고를 제작하여 회사 대표이미지를 브랜딩화하고,     홈페이지 운영관리를 비롯하여 각종 홍보물을 제작합니다.     공공회사의 브랜딩 기획가 경험은 향후 취업 시 주요경력이 될 것입니다.  ","○ 처음 출범하는 관악일자리행복(주)의 로고를 제작합니다. ○ 관악일자리행복(주) 홈페이지를 제작합니다. ○ 관악일자리행복(주) 각종 홍보물(포스터, 배너, 리플릿 등)을 제작합니다.  ○ 그외 홈페이지 운영, 기타 설립 초기 시 필요한 경영업무를 지원합니다. "," ○ 참여대상: 만 18세 이상~ 만 39세 이하 서울시 청년  ○ 필수 및 우대사항  -필수조건: 시각디자인학과 전공자 또는 웹디자인기능사 자격증 소지자  -우대조건: 웹디자인기능사 자격증소지자, 시각디자인학과 전공자 및 홈페이지 제작 경험, 로고제작 경험, 홍보물 제작 경험 등 관련분야 경험 근무자 우대  ○ 임    금: 시급 11,779원 / 1일 94,232원(주?연차수당 지급)  ○ 근무시간: 주 5일, 1일 8시간  ○ 근무장소: 관악일자리행복주식회사 사무실(관악구 은천로9길 20, 은천마루)  ○ 근무기간: 2025. 6. 16. ~ 12. 31.  ○ 문 의 처: 관악구 일자리벤처과(02-879-5778)        ",02-879-5778
강서형 발달장애인 평생교육 써포터즈 육성 사업,자치구,강서구,장애인복지과,2025,"교육,혁신",교육,자치구추긴,일반,0,0,0,,30,2123220,5,5,20250401,20251231,○ 발달장애학생이 있는 관내 특수학교에 참여자를 배치하여 실제 현장에서 발달장애인의 써포트 경험으로 향후 관련 분야 취업을 연계 ○ 경력이 단절된 지역사회 인력을 활용하여 특수교육 서비스 향상 및 안정된 교육환경 제공 ○ 관내 특수학교 현장에 발달장애학생의 교육을 보조지원함으로써 참여자에게 특수교육 실무경험 제공,"○ 근 무 지: 강서구 서울서진학교 ○ 근무내용: 관내 특수학교 현장에 발달장애학생의 교육을 보조 지원함으로써 참여자에게 특수교육 실무 경험의 기회를 제공 함 ○ 역    할: 특수학교 학생의 학교생활 보조, 급식, 등하교 등 교내외 활동 지원  - 학습 지원: 수업 내용을 이해하기 쉽게 설명하거나, 장애학생이 과제 수행 시 보조 역할을 함  - 행동 지도: 행동 조절에 어려움이 있는 학생의 경우, 안전한 환경을 조성하고, 긍정적인 행동을 유도하며 문제 행동을 예방함  - 신체적 지원: 신체적 도움이 필요한 학생에게 이동이나 자세 유지, 식사 보조 등의 물리적인 도움을 제공  - 의사소통 지원: 언어나 의사소통에 어려움이 있는 학생이 교내 수업과 일상생활에서 표현할 수 있도록 지원  - 사회적 상호작용지원: 교우관계를 형성하고, 사회활동에 참여할 수 있도록 하며, 장애학생이 학교 생활에서 자존감을 가질 수 있도록 격려하고 지원  - 정서적 지원: 정서적으로 안정된 상태에서 학습과 활동에 참여할 수 있도록하며 발달장애학생이 긍정적인 자아를 형성하고 학습에 자신감을 가질 수                  있도록 함","○ 사업기간: 2024. 4. 1. ~ 12. 31.(방학기간 제외, 8개월) ○ 선발대상: 서울시에 거주하는 40세 ~ 65세 미만 주민 ○ 자격요건: 교사자격증, 보육교사 자격증, 사회복지 자격증(2급 이상) 등 학생 지도와 관련된 자격증 소지자 우대 ○ 선발인원: 총 5명 ○ 근무장소: 강서구 서울서진학교 ○ 근무조건: 1일 6시간, 주 5일 근무",02-2600-6633
1인 가구 청년 지원 매니저,자치구,성북구,일자리정책과,2025,복지,사회복지?보육?상담,자치구추긴,청년,8,11779,2,2,0,0,0,,20250401,20251231,"1. 사업목적 ○ 1인 가구 및 사각지대 청년 지원 프로그램 운영을 통한 청년의 자아 회복 및 사회 진입 지원 ○ 1인 가구 및 사각지대 청년과 지역 사회와의 네트워크 연결을 통한 청년 안정망 강화 지원  2. 사업내용 ○ 1인 가구 청년 생활, 문화, 금융, 정책교육 등 청년 지원 프로그램 기획 및 운영 ○ 사각지대 청년의 지역과의 관계 형성 프로그램 및 심리 프로그램 운영 지원 ○ 청년 정책 홍보 및 홍보 컨텐츠 제작","1. 역할  ○ 프로그램 기획: 성북구 관내 1인 가구 및 사각지대 청년의 삶의 질 향상 및 청년의 건강한 사회 활동을 위한 프로그램을 기획 또는 운영 지원      - 1인 가구 청년 생활？문화 프로그램 기획 및 운영      - 사각지대 청년 활동 프로그램 운영 지원       - 1인 가구 물품대여소 운영 지원      - 청년 프로그램 참여자 분석, 관리 및 리서치 조사   ○ 디자인 및 홍보: 성북구 청년 1인가구 프로그램, 청년공간 및 청년 정책을 홍보하기 위한 컨텐츠 제작 SNS 홍보채널 관리 등의 업무를 수행     - 동선이음 인스타그램, 블로그, 뉴스레터 등 홍보채널 관리     - 포토샵, 일러스트레이터 등을 활용해 카드뉴스/포스터/동영상/홍보글 등 홍보 컨텐츠 제작     - 홍보 문구 작성법 관련 분석, 조사 및 실행  2. 직무역량    - 1인 가구 청년과 사각지대 청년 관련 정책에 대한 관심도와 이해     - 신규 프로그램 기획을 위한 창의적 사고와 분석 능력    - SNS 등 청년의 관심이 높은 온라인 채널을 활용한 홍보 능력    - 원활한 협력을 위한 대외 커뮤니케이션 능력  3. 경력경로 및 비전    - 청년 상담 및 청년정책 기획 전문가 또는 온라인 홍보 전문가 ","1. 근로조건: 주 5일, 1일 8시간(화~토 근무) 2. 일    급: 시급 11,779원 3. 우대사항     ○ 사회복지, 청년(청소년포함)상담, 교육학 등 관련 분야 전공자 및 상담사, 청소년지도사, 평생교육사 등 자격증 소지자(우대)    ○ 프로그램 기획, 홍보, 디자인 경력자(우대) 등  4. 근로장소    ○ 청년공간 동선이음(아리랑로 50)     ○ 사무기기(컴퓨터, 전화기, 프린터,사무용품 등) 지급    5. 근로기간: '25.4.~'25.12.(9개월) 6. 근태관리    ○ 센터장(사업담당공무원) 직접 관리: 출퇴근 확인, 근무기록부 점검, 진로/ 직무 상담 등    ○ 일자리정책과 담당 공무원 직접 관리: 근무기록부 서류점검, 임금집행 등    ○ 매력매니저가 참여자 관리: 매월 취업 및 교육 관련 정보 공유 7. 기타 특화 프로그램 운영    ○ 스터디 모임: 정기적으로 직무 관련 도서 리뷰 분석 등 스터디를 진행하여 참여자 시야 확대    ○ 취업/진로 프로그램: 성격-직무 검사실시, 전문가 면접 스피치, 발표 코칭 프로그램 운영을 통해 참여자 진로 설정 및 구직 활동에 도움 8. 직무 별 전문 자격증 응시 및 포트폴리오  제작 지원",02-921-1939
구로구 사회적경제 지원 매니저,자치구,구로구,일자리지원과,2025,경제,사업관리,자치구추긴,청년,8,11779,1,1,0,0,0,,20250401,20251231,사회적경제 관련 분야에 취?창업을 희망하는 청년을 대상으로 사회적경제에 관한 이해를 넓히고 관련 네트워크를 구축하고 활용할수 있는 기회를 제공합니다.  사회적경제조직 및 기업들과의 협업으로 다양한 사업 운영을 통해 사업관리 전문가로서의 능력을 키울 수 있습니다. ,"○ 공정무역 지원사업 교육 및 캠페인 운영 지원 ○ 사회적경제 관련 뉴스레터, 홍보 컨텐츠 제작 및 SNS 관리 ○ 사회적경제 소셜마켓, 공공구매 박람회 등 행사 운영 지원","- 근로조건 : 주5일(월~금), 1일 8시간(9시~18시) - 임    금 : 시급 11,779원(서울시 생활임금 적용) ",02-860-2622
우리동네 생활원예 전문가,자치구,중랑구,주거개선과,2025,문화,문화?예술?디자인?방송,자치구추긴,청년,40,11779,1,1,0,0,0,,20250401,20251231,"○ 매년 서울 장미축제가 개최되는 중랑구 묵2동에서 주민들을 대상으로 한 원예교육 및 거점시설(장미문화센터) 운영을 지원함으로써 전문 분야에 대한 밀착형 훈련과 수행경험을 통해 생활원예 전문가를 양성하고자 함 ○ 향후 원예 관련 자격증 취득으로 원예교육 복지 전문가, 실버 원예전문가, 도시원예전문가, 원예 치료사 등 전문가로 성장이 가능하며, 관련 교육 진행 경험을 쌓을 수 있음","○ 중랑구 묵2동 장미마을 내 「장미문화센터」 관리 ○ 지역주민 대상 장미?원예 관련 교육 지원(교육 홍보물 제작, 수강생 관리, 교육 시 강사 보조 지원 등) ○ 지역 내 가드닝단체 대상 기초 원예교육 진행 및 활동지원(장미축제 연계방안 구상)","1. 근무장소 : 장미문화센터(중랑구 묵동 235-130 / '25년 3월 준공예정) 2. 휴일 및 휴가 : 법정공휴일 및 토~일은 휴일로 본다. 다만 상황에 따라 쌍방간 합의 후 휴일을 정할 수 있다. 휴가는 업무상 지장이 없는 범위에서 자유롭게 할 수 있으며, 휴일 및 휴가일은 임금을 지급하지 않는다. - 유급휴일 : 관공서의 공휴일 및 근로자의 날(5.1.) 단, 주휴일(일요일)은 한 주간 개근한 경우에 유급휴일로 인정하며, 근로자와 합의에 의해서 휴일 과 근로일을 대체 지정할 수 있음 3. 근로기간 및 시간 : 9개월 / 주 40시간 / 주 5일(월~금), 1일 8시간(09시~18시, 중식 1시간)  4. 임금 및 근로조건 : 일급 91,488원 ※ 지각이나 조퇴를 한 경우, 실제 근무한 시간에 시급을 곱한 금액을 지급 - 주휴수당 : 91,488원(1주 동안 개근한 경우 지급) - 유급휴가 미사용 수당 : 91,488원(휴가 미사용 시 지급) ※ 주?월차 수당, 4대 보험 가입 ※ 근무시간 및 근무요일은 필요 시 탄력 적용 5. 임금지급방법 : 익월 10일에 근로자 본인계좌에 온라인 입금 조치",02-2094-2813
특수교육 대상 학생 학교생활 지도 지원가,자치구,강동구,교육지원과,2025,복지,사회복지?보육?상담,자치구추긴,일반,8,11779,10,10,0,0,0,,20250401,20251231,"○ 사업목적: 일반학교 특수학급에 재학 중인 장애 학생의 원활한 학교생활을 현장에서 밀착 지원하여, 일반학교 내에서 장애유형 및 정도에 따라 차별받지 않고 또래와 함께 통합교육을 받을 수 있도록 특수교육 대상 학생들과 동행하는 사업 추진  ○ 사업내용: 배치되는 학급의 담당교사의 지시에 따라 학습활동, 학교활동, 급식 등 특수교육 대상자의 교육 및 학교활동에 대하여 보조하는 역할 수행","○ 업무내용: 특수교육 대상 학생 학교생활 지원  - 교수학습 활동 지원: 학습자료 및 학용품 준비, 이동 보조, 교실과 운동장에서의 학생활동 보조, 학습자료 제작 지원 등  - 개인욕구 지원: 학생 신변처리, 보조기 착용, 착탈의 건강보호 및 안정 생활 지원, 식사지원 등  - 적응행동 지원: 적응행동 촉진 및 부적응 행동 관리 지원, 또래와 관계 형성 지원, 행동지도를 위한 프로그램 관리 등  - 기타 교육활동 관련 업무: 방과후학교, 현장 체험학습, 창의적 체험활동, 수련활동, 소규모 테마형 교육여행 등 학교장이 부여하는 교육활동 관련 업무","○ 근로조건: 1일 8시간, 주 5일 근무원칙, 주ㆍ연차수당 지급 ○ 4대 보험 의무가입 ○ 임    금: 1일 94,232원(시급 11,779원), 식비 별도지급 없음 ○ 근무장소: 강동구 소재 특수학급 설치된 유치원 및 초?중?고 (추후 배치)    - 학교별 상황에 따라 학교 방학기간 동안 근무지 및 근무형태가 변동될 수 있음  ○ 우대조건: 교원(특수, 유, 초등, 중등), 보육교사, 방과후지도사, 청소년지도사, 직업재활사, 평생교육사, 사회복지사 자격증 중 1개 이상을 소지한 자 또는 관련 직무 유경험자   ",02-3425-5208
중증발달장애인 자립생활 역량 강화를 위한 사회복지 실천전문가 양성,자치구,동대문구,장애인복지과,2025,복지,사회복지?보육?상담,자치구추긴,일반,40,11779,5,5,0,0,0,,20250401,20251231,"○ 학령기 이후 자립생활이 필요한 성인발달장애인을 대상으로 발달장애인의 개인별 특성을고려하여 자립에 필요한 역량을 증진시키기 위한 교육 및 개별지원 서비스 제공 ○ 자립생활을 통한 성인 발달장애인의 권리 증진을 도모 ○일상생활, 건강관리, 의사소통교육, 문화여가, 사회적응, 직업지원 등의 자립생활에 필요한 교육 진행 ○자립에 필요한 다양한 정보 제공 ○보호자 상담을 통한 자립생활을 계획하고 추진 방안 마련","○ 역할: 발달장애인 자립지원 프로그램 운영 및 지원, 행정업무 수행(일지작성, 수업준비) 등 ○ 직무역량: 발달장애인의 이해, 책임감, 윤리적 민감성, 협력, 문서작성 능력 등 ○ 경력경로 및 비전: (발달)장애인 관련 기관 취업(평생교육센터, 장애인복지관, 주간보호센터 등)","○ 센터에서 1:1 슈퍼바이저 연계를 통한 관리(상담, 정보제공, 지지 등) ○ 사무공간: 센터 통합사무실 내 사무공간 마련 ○ 사무기기: 업무용 컴퓨터, 프린터, 사무용품 등 지급 ○ (필요시) 지원자의 요청 시 맞춤형 교육 진행",02-2127-5029
건물 온실가스 감축  전문가 양성,본청,기후환경본부,친환경건물과,2025,"환경,안전",환경?에너지?안전,시직접추진,청년,8,11779,2,2,0,0,0,,20250401,20251231," <사업목적> ○ 민간 건물 및 공공 건물의 저탄소건물 전환 활성화 촉구 ○ 에너지 데이터 관련 업무 수행으로 에너지분야 경력 형성   <사업내용> ○ (데이터 수집 분석) 저탄소건물 에너지 데이터 모니터링 및 분석 ○ (정책 홍보) 저탄소건물 전환 활성화를 위한 홍보 기획, 콘텐츠 제작, 홈페이지 관리","○ 건물 에너지 데이터 수집, 모니터링 및 분석 ○ 서울시 온실가스 모니터링 시스템 관리 ○ 서울시 소재 온실가스 관리 대상 건물 자료 취합 ○ 건물 온실가스 배출량 진단표 작성 ○ 건물 에너지 컨설팅 등 관련 문의 대응  ○ 건물 온실가스 관리 제도 관련 회의 및 포럼 준비 ○ 건물 온실가스 관리 제도 홍보 등","○ 참여대상: 만 18세 이상~만 39세 이하(서울시 청년) ○ 우대사항: 환경 관련 학과 졸업자, 관련 업무 유경험자 ○ 근로조건: 주 5일(월~금),1일 8시간(9시~18시) ○ 임    금: 시급 11,779원 ○ 근로장소: 서울시청 친환경건물과 사무실 ○ 근로기간: 2025.4.~2025.12.",02-2133-3641
패션CAD 전문가,자치구,동대문구,경제진흥과,2025,"교육,혁신",섬유?의복,자치구추긴,일반,8,11779,1,1,0,0,0,,20250401,20251231,"패션봉제 복합지원센터 공용재단실에서  패턴 디지털화, 그레이딩, 원단의 효율적 배치 등 관련 교육받고 직접 업무를 수행하여 패션CAD 전문가를 양성합니다.",？ 캐드 소프트웨어 이용 정확한 치수와 형상을 바탕 도면 작성   -원단 손실을 최소화하기 위해 그레이딩된 공업용 패턴을 최적으로     배치하여 요척을 계산,주 5일(월~금) 1일 8시간(9시~18시),02-2127-5605
중구교육지원센터 공간운영 매니저,자치구,중구,교육정책과,2025,"교육,혁신",교육,자치구추긴,일반,0,0,0,,6,11779,2,2,20250401,20251231,"○사업목적  - 중구교육지원센터 대관 관리, 도서공간 기획 등 경험 제공을 통해 참여자의 사회복지분야 민간 일자리 진출에 기여   - 아동?청소년 교육 프로그램 운영 지원 및 진학상담실 상담업무 지원  ○사업내용  - 라이브러리(도서관) 공간 기획 및 도서 관리  - 센터 교육 프로그램, 교육 행사 운영, 진학상담 업무 지원   - 어린이, 청소년, 학부모 등 내방객 응대 "," ○ 참여자는 대외적으로 중구교육지원센터 대관업무를 통해 구민을 만나고 교육지원센터 교육프로그램 홍보를 위한 공간 기획 등 다양한 활동을 수행    - 교육지원센터 대관시설(강의실, 동아리실) 관리 및 홍보, 대관 운영    - 교육지원센터 라이브러리(도서관)를 비롯한 공간 기획     ○ 대내적으로는 아동?청소년 대상 교육프로그램 운영 지원 및 진학상담실 상담 업무 지원하는 등의 업무를 진행    - 아동?청소년 대상 교육프로그램 운영 지원    - 교육지원센터 내 진학상담실의 청소년 대상 상담 업무 지원  ○ 직무역량: 기획력, 상호작용 능력, 협업능력 등  ○ 경력경로 및 비전: 도서관, 교육기관(청소년센터), 사회복지시설 등 관련 분야 일자리 진출 가능","○ 근로시간 : 주 5일(월~금) 1일 6시간근로   - 9시~16시(휴게시간 12시~13시)   - 15시~22시(휴게시간 18~19시) 격월 순환 근무 ○ 근로장소 : 중구교육지원센터 ○ 사무공간 : 중구교육지원센터 지하1층(사무기기: 컴퓨터, 전화기, 프린터, 사무용품 등 지급) ",02-3396-4699
서울형 가로수 관리시스템(트리맵) 데이터 전문가,본청,정원도시국,조경과,2025,"환경,안전",환경?에너지?안전,시직접추진,청년,8,11779,2,2,0,0,0,,20250401,20251231,"○사업 참여자가 서울시 가로수 데이터를 입력?갱신하고, 관련 데이터들을 분석하는 직무역량을 키움으로서 나아가 환경?생태계 서비스를 정량화하고, 관련 데이터를 다양한 환경 정책 등에 활용할 수 있는 관련 일자리에 진입할 수 있도록 지원 ○가치구별 가로수 기본정보(수종, 흉고직경 등) 데이터 갱신 및 분석 등 ○가로수 트리맵(Tree-map) 시스템 입력 등 자료 갱신 및 관리","○ 역할: 자치구별 가로수 데이터 입력?갱신(트리맵), 모니터링을 통한 자료 분석 등 ○ 직무역량: 관련 분야(환경?조경, 데이터관리 등) 경험, 조직적응력 등 ○ 경력경로 및 비전: 그린인프라 생태계서비스 평가시스템 구축 및 모니터링 등 환경 관련 업계 취업 가능","○ 사무공간: 사무실  / 사무기기: 노트북, 전화기, 프린터, 사무용품 등 지급",02-2133-2127
국가유공자 대상 보훈복지 서비스 제공사업,자치구,성동구,복지정책과,2025,복지,사회복지?보육?상담,자치구추긴,청년,8,11779,1,1,0,0,0,,20250401,20251231,○ 관내 국가유공자 복지시설인 보훈회관의 인력충원을 통해 양질의 복지서비스 제공 ○ 예비 사회복지인력의 전문복지서비스 경험 제공 ,"○ 나라를 위해 헌신한 국가유공자에게 양질의 복지서비스를 제공    - 보훈복지 사업의 기획, 행사 운영, 회계 업무 보조    - 사업 운영 계획서 작성, 사업 운영 결과 보고 및 정산    - 고령 어르신 대상 정보화 교육 진행(휴대폰 활용 및 컴퓨터 활용)  ○ 복지시설 프로그램 진행 보조 등을 통한 복지 업무 선 경험    - 프로그램 기획 및 운영     - 복지서비스 제공 관련 대민업무 보조 ","○ 근무지 : 성동보훈회관(성동구 독서당로 346)  ○ 사무공간 제공 및 사무기기, 사무용품 배치  ○ 매력일자리 참여자 관리 : 1명 멘토 배치하여 전반 관리    - 출결, 급여관리, 근태관리, 고충상담, 사후관리, 교육연계, 사업장관리    - 참여자와 정기적 면담을 통해 근무환경, 성과관리, 목표, 취업연계 등 실시    - 사업운영관련 업무 수행    - 직무평가 등을 통해 일자리 피드백  ○ 특화 프로그램 및 현장역량강화교육 제공",02-2286-5017
우리동네 학습멘토링 지도사(어린이행복프로젝트),본청,여성가족실,아동담당관,2025,복지,사회복지?보육?상담,자치구추긴,,0,0,0,,4,11779,40,40,20250401,20251231,"1. 사업목적 ○ 경력이 단절된 지역 내 우수한 아동 교육 및 돌봄 인적 자원을 발굴하고 현장경험을 통한 역량 강화 기회를 제공함으로써, 아동복지 및 교육 분야 경력형성과 취업을 지원  2. 사업내용 ○ 우리동네키움센터, 아동양육시설, 공동생활가정의 아동 대상 방과후 숙제 및 보충학습 지도 ○ 아동에게 필요한 심리？정서적 지원 및 생활지도, 시설 돌봄 업무 지원","○ 역할: 아동복지시설 이용 아동 대상 방과후 숙제 및 보충학습 지도, 심리？정서적 지원, 돌봄 업무 등 ○ 직무역량: 학습지도가 가능한 지식 및 교수력, 아동의 심리를 잘 이해하고 지지해줄 수 있는 공감 능력 및 포용력, 성실성, 소통 능력 등 ○ 경력경로 및 비전: 다양한 지도 경험과 교육을 통해 아동복지 분야 전문가 및 아동 교육 전문인력으로 성장할 수 있으며, 아동복지시설, 공공 및 사립 교육기관 등으로 진출이 가능함","○ 교육 및 상담 유경험자 또는 정교사 자격증 소지자(필수) ○ 정교사 자격증, 사회복지사 자격증, 보육교사 자격증, 심리상담 자격증 소지자(우대) ",02-2133-5167
한국어 교육강사 양성사업,자치구,구로구,복지정책과,2025,"교육,혁신",교육,자치구추긴,청년,8,11779,4,4,0,0,0,,20250401,20251231,"○ 한국어 수업을 통해 이주민의 안정적인 한국 사회 정착을 위한 한국어 역량을 강화한다. ○ 한국어 강사를 희망하는 청년들에게 양질의 업무를 제공함으로써 이들의 업무 역량을 강화하고자 한다.  ○ 교육 : 한국어 교실 참여자 관리(모집, 상담, 행정, 홍보 등), 이주배경주민 한국어 교육(기초반, 초급반, 입문반) 기획 및 실시           파견 한국어 교실 운영  ","○ 이주민 대상(이주배경청소년, 이주여성) 수준별 한국어 강의 및 교안 작성 ○ 한국어 교육을 필요로 하는 기관에 찾아가 ‘파견 한국어 교실’ 운영 ○ 수요처 및 참여자 관리(상담, 출?결석 확인, 수행평가, 보고서 작성 등) ○ 한국어 교육 외 한국 사회적응을 위한 소양교육, 문화?복지 프로그램 보조 진행자로서의 역할 수행 ","○ 한국어교원자격증 필수(첨부요망) ○ 사무공간, 사무용품 : 복지관 내 사무공간을 마련하고 사무기기 및 사무용품 비치 ○ 참여자 월 회의, 멘토 지정을 통한 고충 해결, 명절선물 지원 등 ○ 구내 식당 이용 자격 부여",02-860-3053
